#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
TITLE_EMPIRE_CREATION_PIETY_COST;You need §R$COST$§! $PIETYNAME$ to create an Empire.;Vous avez besoin de §R$COST$§! de $PIETYNAME$ pour créer un empire.;Ihr braucht §R$COST$§! $PIETYNAME$, um ein Reich zu erschaffen.;;Necesitas §R$COST$§! de $PIETYNAME$ para crear un Imperio.;Hai bisogno di §R$COST$§! di $PIETYNAME$ per creare un Impero.;;;;;;;;x
muslim_invasion_desc;§Y$TARGET$§! is not of the True Faith - which is all the cause §Y$CLAIMANT$§! needs to invade the §Y$TITLE$§!. If successful, everything §Y$TARGET$§! controls within the §Y$TITLE$§! will be taken or vassalized.;§Y$TARGET$§! ne suit pas la vraie foi - c'est suffisant pour que §Y$CLAIMANT$§! envahisse le §Y$TITLE$§!. En cas de succès, tout ce que contrôle §Y$TARGET$§! dans le §Y$TITLE$§! sera capturé ou vassalisé.;§Y$TARGET$§! gehört nicht dem wahren Glauben an, was Grund genug für §Y$CLAIMANT$§! ist, um eine Invasion gegenüber §Y$TITLE$§! zu starten. Sollte er Erfolg haben, so wird aller Besitz von §Y$TARGET$§! innerhalb vom §Y$TITLE$§! übernommen oder vasallisiert.;;§Y$TARGET$§! no es de la verdadera fe - por lo cual §Y$CLAIMANT$§! debe invadir el §Y$TITLE$§!. De tener éxito, todo lo que §Y$TARGET$§! controle dentro del §Y$TITLE$§! será anexionado o vasallizado.;§Y$TARGET$§! non fa parte della Vera Fede - il che è tutto ciò che serve a §Y$CLAIMANT$§! per invadere il §Y$TITLE$§!. Se avrà successo, tutto ciò che §Y$TARGET$§! controlla all'interno di §Y$TITLE$§! sarà acquisito o vassallizzato.;;;;;;;;x
duke_female_iranian;Emira;Émira;Emira;;Emira;Emira;;;;;;;;x
count_female_iranian;Shaykhah;Cheika;Shaykhah;;Jequesa;Sceicca;;;;;;;;x
baron_female_iranian;Wâlia;Walia;Wâlia;;Valía;Wâlia;;;;;;;;x
count_female_arabic;Shaykhah;Cheika;Shaykhah;;Jequesa;Sceicca;;;;;;;;x
baron_female_arabic;Wâlia;Walia;Wâlia;;Valía;Wâlia;;;;;;;;x
king_female_turkish;Sultana;Sultane;Sultana;;Sultana;Sultana;;;;;;;;x
duke_female_turkish;Beylerbayan;Beylerbégum;Begum;;Beylerbeya;Beylerbayan;;;;;;;;x
count_female_turkish;Bayan;Kontes;Bayan;;Beya;Bayan;;;;;;;;x
baron_female_turkish;Timariota;Timariota;Timarota;;Timariota;Timariota;;;;;;;;x
job_chancellor_west_african;Grand Vizier;Grand vizir;Großwesir;;Gran Visir;Gran Visir;;;;;;;;x
emperor_arabic;Badshah;Badshah;Badshah;;Badshah;Badshah;;;;;;;;x
CALIPHA;Calipha;Califa;Kalifa;;Califa;Califfa;;;;;;;;x
PIETY_LAW_PASSED_SETUP;Muslim Law Instituted;Loi musulmane instituée;Muslimisches Gesetz eingeführt;;Ley Musulmana Aprobada;La Legge Musulmana è Istituita;;;;;;;;x
PIETY_LAW_PASSED_LOG;§Y$RULER$§! has instituted the §Y$LAW$§! Law in §Y$TITLE$§!.;§Y$RULER$§! a institué la loi §Y$LAW$§! en §Y$TITLE$§!.;"§Y$RULER$§! hat das Gesetz ""§Y$LAW$§!"" in §Y$TITLE$§! eingeführt.";;§Y$RULER$§! ha instituido la  ley §Y$LAW$§! en §Y$TITLE$§!.;§Y$RULER$§! ha istituito la Legge §Y$LAW$§! in §Y$TITLE$§!.;;;;;;;;x
DISBAND_EVENT_FORCES;Event spawned troops disband;Démobiliser les troupes créées par un évènement;Durch Ereignis erschienene Truppen werden aufgelöst;;Disolver las tropas creadas por evento;Sciogli le truppe comparse per l'evento;;;;;;;;x
iqta_contract;Iqta Levies;Levée (iqtâ);Iqta-Wehrpflichtige;;Leva Iqtá;Leve Iqta;;;;;;;;x
iqta_contract_desc;Iqta Levy Laws control the proportion of their levies that Muslim vassal lords nominally have to provide their liege.;En gouvernement de type iqtâ les lois de conscription déterminent le pourcentage de troupes que les vassaux doivent fournir à leur seigneur lige.;Das Iqta-Wehrpflichtigenrecht regelt, welchen Anteil ihrer Wehrpflichtigen muslimische Vasallen nominell ihren Herren zur Verfügung stellen müssen.;;La ley de levas Iqtá determina la proporción de leva con la que los vasallos Musulmanes tienen que proveer a sus señores.;Le Leggi sulle Leve Iqta stabiliscono la proporzione di Leve che i Vassalli Musulmani devono fornire nominalmente al proprio signore.;;;;;;;;x
iqta_contract_0;Minimal Iqta Levies;Levée minimale (iqtâ);Minimale Iqta-Wehrpflichtige;;Leva Iqtá mínima;Leve Iqta minime;;;;;;;;x
iqta_contract_0_option;Min;Min.;Min;;Mín.;Minime;;;;;;;;x
iqta_contract_0_desc;Vassal lords must only provide you with a majority of their levies.;Les vassaux doivent mettre à votre disposition le minimum de leurs troupes.;Vasallenfürsten müssen Euch nur einen Großteil ihrer Wehrpflichtigen zur Verfügung stellen.;;Los señores vasallos deben proporcionar la mayoría de sus levas.;I Vassalli devono mettere a tua disposizione la maggioranza delle loro leve.;;;;;;;;x
iqta_contract_1;Small Iqta Levies;Levée faible (iqtâ);Wenig Iqta-Wehrpflichtige;;Leva Iqtá pequeña;Leve Iqta piccole;;;;;;;;x
iqta_contract_1_option;Small;Faible;Wenig;;Pequeña;Basse;;;;;;;;x
iqta_contract_1_desc;Vassal lords may retain a significant portion of their levies for themselves.;Les vassaux peuvent conserver sous leurs ordres un nombre important de troupes.; Vasallenfürsten behalten einen Großteil ihrer Wehrpflichtigen für sich selbst.;;Los señores vasallos pueden conservar una parte significativa de sus levas.;I Vassalli possono tenere per sé una porzione significativa delle loro leve.;;;;;;;;x
iqta_contract_2;Normal Iqta Levies;Levée normale (iqtâ);Normale Iqta-Wehrpflichtige;;Leva Iqtá normal;Leve Iqta normali;;;;;;;;x
