#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
haughty;Haughty;Enfant au caractère hautain;Überheblich;;altanero/a;Altezzoso;;;;;;;;x
affectionate;Affectionate;Enfant au caractère tendre;Herzlich;;afectuoso/a;Affettuoso;;;;;;;;x
timid;Timid;Enfant au caractère timide;Zaghaft;;tímido/a;Timido;;;;;;;;x
rowdy;Rowdy;Enfant au caractère chahuteur;Rauflustig;;alborotador/a;Chiassoso;;;;;;;;x
willful;Willful;Enfant au caractère opiniâtre;Eigenwillig;;obstinado/a;Ostinato;;;;;;;;x
brooding;Brooding;Enfant au caractère songeur;Grüblerisch;;pensativo/a;Pensieroso;;;;;;;;x
indolent;Indolent;Enfant au caractère veule;Träge;;indolente;Svogliato;;;;;;;;x
playful;Playful;Enfant au caractère espiègle;Verspielt;;juguetón/a;Giocoso;;;;;;;;x
conscientious;Conscientious;Enfant au caractère consciencieux;Gewissenhaft;;concienzudo/a;Scrupoloso;;;;;;;;x
fussy;Fussy;Enfant au caractère pointilleux;Pingelig;;quisquilloso/a;Esigente;;;;;;;;x
curious;Curious;Enfant au caractère curieux;Neugierig;;curioso/a;Curioso;;;;;;;;x
idolizer;Idolizer;Enfant au caractère idolâtre;Manipulierbar;;Adorador;Idolatra;;;;;;;;x
no_objective_title;No Focus Chosen;Pas d'intérêt choisi;Kein Fokus ausgewählt;;Ningún foco elegido;Nessun Obiettivo Selezionato;;;;;;;;x
focus_ch_pride;Pride;Fierté;Stolz;;Orgullo;Orgoglio;;;;;;;;x
focus_ch_pride_title;Pride;Fierté;Stolz;;Orgullo;Orgoglio;;;;;;;;x
focus_ch_pride_desc;[This.GetTitledFirstName] is tutored by councillors and noblemen, being groomed for rulership. Common trait outcomes for this Focus are §YHaughty§! and §YBrooding§!.;[This.Get_Le_TitledFirstName] reçoit son éducation de nobles et de conseillers, dans le but de se préparer au pouvoir. En découle un caractère §Ysongeur§! et §Yhautain§!.;[This.GetTitledFirstName] wird unter der Anleitung von Kanzlern und Adligen auf eine herrschende Funktion vorbereitet. Die bei diesem Fokus zu erwartenden Eigenschaften sind §YÜberheblich§! und §YGrüblerisch§!.;;[This.GetTitledFirstName] es educado por consejeros y nobles, preparándole para gobernar. Los rasgos comunes resultantes de este enfoque son §YAltanero/a§! y §Ypensativo/a§!.;[This.GetTitledFirstName] è istruito dai consiglieri e dai nobili, al fine di prepararlo a governare. Il risultato è un personaggio §YAltezzoso§! e §YPensieroso§!.;;;;;;;;x
focus_ch_humility;Humility;Humilité;Demut;;Humildad;Umiltà;;;;;;;;x
focus_ch_humility_title;Humility;Humilité;Demut;;Humildad;Umiltà;;;;;;;;x
focus_ch_humility_desc;[This.GetTitledFirstName] is tutored by servants at court, focusing on service and humility. Common trait outcomes for this Focus are §YTimid§! and §YAffectionate§!.;[This.Get_Le_TitledFirstName] reçoit son éducation de serviteurs de la cour, avec un accent mis sur le service et l'humilité. En découle un caractère §Ytimide§! et §Ytendre§!.;[This.GetTitledFirstName] soll unter dem Einfluss der Hofdienerschaft in der Hauptsache Gehorsam und Demut lernen. Die bei diesem Fokus zu erwartenden Eigenschaften sind §YZaghaft§! und §YHerzlich§!.;;[This.GetTitledFirstName] es educado por sirvientes de la corte, centrándose en servicio y humildad. Los rasgos comunes resultantes de este enfoque son §YTimido§! y §YAfectuoso§!.;[This.GetTitledFirstName] viene istruito dai servitori di corte, concentrandosi sul servizio e sull'umiltà. Il risultato è un personaggio §YTimido§! e §YAffettuoso§!.;;;;;;;;x
focus_ch_duty;Duty;Devoir;Pflicht;;Deber;Dovere;;;;;;;;x
focus_ch_duty_title;Duty;Devoir;Pflicht;;Deber;Dovere;;;;;;;;x
focus_ch_duty_desc;[This.GetTitledFirstName] is tutored by guards and retainers at court, focusing on duty and diligence. A common trait outcome for this Focus is §YConscientious§!.;[This.Get_Le_TitledFirstName] reçoit son éducation de gardes et de domestiques, avec un accent mis sur le devoir et le zèle. En découle un caractère §Yconsciencieux§!.;[This.GetTitledFirstName] wird von Wachen und Gefolgsmännern des Hofes zu Fleiß und Pflichtbewusstsein erzogen. Die bei diesem Fokus zu erwartende Eigenschaft ist §YGewissenhaft§!.;;[This.GetTitledFirstName] es educado por guardias y criados de la centrándose en servicio y diligencia. El rasgo común resultante de este enfoque es §Yconcienzudo/a§!.;[This.GetTitledFirstName] viene istruito dalle guardie e dai servitori di corte, concentrandosi sul dovere e la diligenza. Il risultato è un personaggio §YScrupoloso§!.;;;;;;;;x
focus_ch_etiquette;Etiquette;Étiquette;Etikette;;Etiqueta;Galateo;;;;;;;;x
focus_ch_etiquette_title;Etiquette;Étiquette;Etikette;;Etiqueta;Galateo;;;;;;;;x
