#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x;;;;;;;;;;;;;;;
AIREASON_ALL_HELP_IS_APPRECIATED;All help is appreciated;Toute aide est appréciable;Jegliche Hilfe ist willkommen;;Toda ayuda se agradece;Ogni aiuto è ben accetto;;;;;;;;x;;;;;;;;;;;;;;;
RULER_JOINS_ENEMY_WAR_SETUP;A Ruler Joins a War against us;Un dirigeant nous déclare la guerre ;Ein Herrscher schließt sich einem Krieg gegen uns an;;Un gobernante se une a una guerra contra nosotros;Un Sovrano si è unito ad una Guerra contro di noi;;;;;;;;x;;;;;;;;;;;;;;;
RULER_JOINS_ENEMY_WAR_LOG;§Y$WHO$§! has joined §Y$ENEMY$§! in the §Y$WAR$§!;§Y$WHO$§! a rejoint §Y$ENEMY$§! dans la §Y$WAR$§!;§Y$WHO$§! schließt sich §Y$ENEMY$§! im als §Y$WAR$§! bekannten Krieg an.;;§Y$WHO$§! Se ha unido a §Y$ENEMY$§! en la §Y$WAR$§!;§Y$WHO$§! si è unito a §Y$ENEMY$§! nella §Y$WAR$§!;;;;;;;;x;;;;;;;;;;;;;;;
joined_my_war;Joined my War;A rejoint ma guerre;Schloss sich meinem Krieg an;;Se ha unido a mi guerra;Si è unito alla mia Guerra;;;;;;;;x;;;;;;;;;;;;;;;
d_maghreb_corsairs;Maghreb Navy;Marine barbaresque;Maghreb Marine;;Armada Magrebí;Marina Maghrebina;;;;;;;;x;;;;;;;;;;;;;;;
d_maghreb_corsairs_adj;Maghreb;barbaresque;Maghrebinisch;;Magreb;Maghrebina;;;;;;;;x;;;;;;;;;;;;;;;
k_frisia;Frisia;Frise;Friesland;;Frisia;Frisia;;;;;;;;x;;;;;;;;;;;;;;;
k_frisia_adj;Frisian;frisonne;Friesisch;;Frisio;Frisiana;;;;;;;;x;;;;;;;;;;;;;;;
k_pomerania;Pomerania;Poméranie;Pommern;;Pomerania;Pomerania;;;;;;;;x;;;;;;;;;;;;;;;
k_pomerania_adj;Pomeranian;poméranienne;Pommersch;;Pomerania;Pomeraniano;;;;;;;;x;;;;;;;;;;;;;;;
k_bavaria;Bavaria;Bavière;Bayern;;Baviera;Bavaria;;;;;;;;x;;;;;;;;;;;;;;;
k_bavaria_adj;Bavarian;bavaroise;Bayerisch;;Bávaro;Bavarese;;;;;;;;x;;;;;;;;;;;;;;;
PLOT_TO_MURDER;Plot to Murder;Comploter pour assassiner;Mordanschlag;;Complot para asesinar a ;Complotto di Assassinio;;;;;;;;x;;;;;;;;;;;;;;;
INITIAL_PLOT_POWER;Initial Plot Power;Puissance initiale du complot;Anfängliche Verschwörungsstärke;;Poder del complot inicial;Potenza iniziale complotto;;;;;;;;x;;;;;;;;;;;;;;;
TITLE_RATING_LOWER_THAN;Held Title Rating less than ;Rang du titre détenu inférieur à;Hielt Titel-Berechtigung weniger als;;Valoración del título en propiedad es menor de;Il Livello del Titolo detenuto è inferiore di ;;;;;;;;x;;;;;;;;;;;;;;;
TITLE_RATING_AT_LEAST;Held Title Rating at least ;Rang du titre détenu au moins égal à;Hielt Titel-Berechtigung mindestens;;Valoración del título en propiedad es al menos de;Il Livello del Titolo detenuto è almeno di ;;;;;;;;x;;;;;;;;;;;;;;;
LOADING_TIP_48;Nominating someone a Bishop will disqualify him from succession;La nomination de quelqu'un comme évêque va le disqualifier de la succession;Jemanden als Bischof einzusetzen, entfernt ihn aus jeder Erblinie.;;Nombrar a alguien obispo le descalifica para la sucesión ;Nominare qualcuno Vescovo lo interdirà dalla successione;;;;;;;;x;;;;;;;;;;;;;;;
LOADING_TIP_50;Greedy and generally indulgent characters like gifts more;Les sujets avares et généralement indulgents aiment beaucoup les cadeaux;Geizige und allgemein verschwenderische Charaktere mögen Geschenke mehr.;;Personajes codiciosos e indulgente generalmente les gustan más los regalos ;I personaggi ghiotti e generalmente indulgenti apprezzano di più i doni;;;;;;;;x;;;;;;;;;;;;;;;
AIREASON_EAGER_TO_MURDER;Amoral;Amoral;Amoralisch;;Inmoral;Amorale;;;;;;;;x;;;;;;;;;;;;;;;
AIREASON_RELUCTANT_TO_MURDER;Moral Qualms;Scrupules ;Moralische Skrupel;;Escrúpulos morales;Scrupoli Morali;;;;;;;;x;;;;;;;;;;;;;;;
TITLE_CANNOT_USURP_SAME_REALM;Cannot usurp a title from anyone in the same Realm unless you have a Strong Claim;Ne peut usurper un titre de quiconque du même pays, sauf si vous avez une revendication forte;Man kann nicht einen Titel von jemandem desselben Reiches an sich reißen, außer man hat einen starken Anspruch;;No se puede usurpar un título de cualquier persona en el mismo reino a menos que tengas una reclamación ;Non puoi usurpare un Titolo da qualcuno dello stesso Regno a meno che tu non abbia una Rivendicazione Forte;;;;;;;;x;;;;;;;;;;;;;;;
REASONING;Reasoning;Raisonnement;Beweggründe;;Razonamiento;Ragionamento;;;;;;;;x;;;;;;;;;;;;;;;
RulerDesignerDLC;Ruler Designer;Créateur de personnage (Ruler Designer);Ruler Designer;;Diseñador de las Reglas;Ruler Designer;;;;;;;;x;;;;;;;;;;;;;;;
PLOT_CONDITION_FOR_YOU;Must be true for you;Doit être vrai pour vous;Muss zutreffen auf:;;Debe ser cierto para ti;Dev'essere vero per te;;;;;;;;x;;;;;;;;;;;;;;;
PLOT_CONDITION_FOR_TARGET;Must be true for $TARGET$;Doit être vrai pour $TARGET$;Muss auf $TARGET$ zutreffen;;Debe ser cierto para $TARGET$;Dev'essere vero per $TARGET$;;;;;;;;x;;;;;;;;;;;;;;;
ALREADY_HAVE_AMBITION;Already striving to $PLOT$;S'efforce déjà de $PLOT$;Strebt bereits einen $PLOT$ an;;Tratando de $PLOT$;Si sta già sforzando per $PLOT$;;;;;;;;x;;;;;;;;;;;;;;;
SEND_GIFT_INTERACTION_LONG_DESC;Sending an expensive gift to characters will improve their opinion of you by an amount depending on your State Diplomacy and their greed. Characters in your realm will not be quite as appreciative of gifts as outsiders.;Envoyer un cadeau coûteux à des sujets permet de mieux vous apprécier selon votre diplomatie d'État et leur cupidité. Les sujets de votre Royaume ne seront un peu moins reconnaissants de vos dons que les étrangers.;Das Versenden teurer Geschenke an Charaktere wird deren Meinung über Euch um einen Wert, der von deren Gier und Eurer Staatsdiplomatie abhängig ist, erhöhen. Charaktere in Eurem Reich werden Geschenken nicht so anerkennend gegenüberstehen wie Reichsfremde.;;El envío de un regalo costoso a los personajes mejorará su opinión de ti, por una cantidad en función de su diplomacia del Estado y su codicia. Los personajes en su reino no serán tan agradecidos de los regalos como los extranjeros.;Inviare doni costosi ai personaggi aumenterà l'opinione che hanno di te di un ammontare che dipende dal tuo Stato Diplomatico e dalla loro avidità. I personaggi del tuo Regno non apprezzeranno i doni tanto quanto gli stranieri.;;;;;;;;x;;;;;;;;;;;;;;;
JOIN_ATTACKER_WARS_EFFECT;Will join [GetTitledName] in [GetPossPronoun] offensive wars\n;Rejoindra [GetTitledName] dans sa guerre offensive\n;Wird sich [GetTitledName] in [GetPossPronoun]en offensiven Kriegen anschließen\n;;Se unirá a [GetTitledName] en [GetPossPronoun] guerras ofensivas\n;Si unirà a [GetTitledName] nelle [GetPossPronoun] guerre offensive\n;;;;;;;;x;;;;;;;;;;;;;;;
JOIN_DEFENDER_WARS_EFFECT;Will join [GetTitledName] in [GetPossPronoun] defensive wars\n;Rejoindra [GetTitledName] dans sa guerre défensive\n;Wird sich [GetTitledName] in [GetPossPronoun]en defensiven Kriegen anschließen\n;;Se unirá a [GetTitledName] en [GetPossPronoun] guerras defensivas\n;Si unirà a [GetTitledName] nelle [GetPossPronoun] guerre difensive\n;;;;;;;;x;;;;;;;;;;;;;;;
IS_NOT_PRIMARY_WAR_ATTACKER;Is NOT the main attacker in a war;N'est pas l'attaquant principal dans une guerre;Ist NICHT der Hauptangreifer in einem Krieg;;NO es el atacante principal en una guerra;NON è l'attaccante principale di una guerra;;;;;;;;x;;;;;;;;;;;;;;;
IS_PRIMARY_WAR_ATTACKER;Is the main attacker in a war;Est l'attaquant principal dans une guerre;Ist der Hauptangreifer in einem Krieg;;Es el principal atacante en una guerra;E' l'attaccante principale di una guerra;;;;;;;;x;;;;;;;;;;;;;;;
IS_NOT_PRIMARY_WAR_DEFENDER;Is NOT the main defender in a war;N'est pas le défenseur principal dans une guerre;Ist NICHT der Hauptverteidiger in einem Krieg;;NO es el principal defensor de una guerra;NON è il difensore principale di una guerra;;;;;;;;x;;;;;;;;;;;;;;;
IS_PRIMARY_WAR_DEFENDER;Is the main defender in a war;Est le défenseur principal dans une guerre;Ist der Hauptverteidiger in einem Krieg;;Es el principal defensor de una guerra ;E' il difensore principale di una guerra;;;;;;;;x;;;;;;;;;;;;;;;
SET_DE_JURE_LIEGE_EFFECT;The §Y$LIEGE$§! becomes the new De Jure liege title of the §Y$VASSAL$§!\n;'§Y$LIEGE$§!' devient le titre du seigneur lige de jure de '§Y$VASSAL$§!'\n;Der §Y$LIEGE$§! erhält den neuen De-jure-Titel eines Lehnsherren von den §Y$VASSAL$§!\n;;El §Y$LIEGE$§! se convierte en el nuevo señor de feudal de facto de los §Y$VASSAL$§!\n;Il §Y$LIEGE$§! diventa il nuovo Signore De Jure del Titolo di §Y$VASSAL$§!\n;;;;;;;;x;;;;;;;;;;;;;;;
CONTRIBUTION_PERC_IRO;$CHAR$'s Contribution: §Y$PERC$%§! (§Y$SCORE$§!);Contribution de $CHAR$ : §Y$PERC$%§! (§Y$SCORE$§!);$CHAR$s Beitrag: §Y$PERC$%§! (§Y$SCORE$§!);;Contribución de $CHAR$: §Y$PERC$%§! (§Y$SCORE$§!);Contributo di $CHAR$: §Y$PERC$%§! (§Y$SCORE$§!);;;;;;;;x;;;;;;;;;;;;;;;
ASK_TO_JOIN_WAR_INTERACTION_TITLE;Offer to Join War;Offrir de se joindre à la guerre;Kriegsbeitritt anbieten;;Oferta para unirse a la guerra;Offri di unirti alla guerra;;;;;;;;x;;;;;;;;;;;;;;;
ASK_TO_JOIN_WAR_INTERACTION_DESC;Offer to join §Y[Recipient.GetBestName]§! in one of [Recipient.GetPossPronoun] wars.;Offre de se joindre [Recipient.Get_only_au_Title]§Y[Recipient.GetBestName]§! dans l'une de ses guerres.;Bietet an, Euch §Y[Recipient.GetBestName]§! in einem [Recipient.GetPossPronoun]er Kriege anzuschließen.;;Oferta para unirse a §Y[Recipient.GetBestName]§! en una de las guerras [Recipient.GetPossPronoun].;Offri di unirti a §Y[Recipient.GetBestName]§! in una delle guerre di [Recipient.GetPossPronoun].;;;;;;;;x;;;;;;;;;;;;;;;
ASK_TO_JOIN_WAR_INTERACTION_LONG_DESC;You can offer to join rulers of your own religion in many types of wars.;Vous pouvez proposer de rejoindre les souverains coreligionnaires dans de nombreux types de guerres.;Ihr könnt Herrschern Eurer eigenen Religion in vielen verschiedenen Kämpfen anbieten, sich ihnen anzuschließen.;;Puedes ofrecerte a unirte a gobernadores de tu misma religión en muchos tipos de guerras;Puoi proporre di riunire i sovrani della tua religione in diversi tipi di guerre.;;;;;;;;x;;;;;;;;;;;;;;;
ASK_TO_JOIN_WAR_INTERACTION_0;Offer to join §Y[Recipient.GetBestName]§! in §Y$WAR$§!.;Offre de se joindre [Recipient.Get_only_au_Title]§Y[Recipient.GetBestName]§! dans la §Y$WAR$§!.;Bietet §Y[Recipient.GetBestName]§! an, dass Ihr Euch in §Y$WAR$§! anschließt.;;Oferta para unirte a  §Y[Recipient.GetBestName]§! en §Y$WAR$§!.;Offri di unirti a §Y[Recipient.GetBestName]§! nella §Y$WAR$§!.;;;;;;;;x;;;;;;;;;;;;;;;
ASK_TO_JOIN_WAR_INTERACTION_ACCEPT_SETUP;Offer to Join War Accepted;Offre de se joindre à la guerre acceptée;Angebot, sich dem Krieg anzuschließen, angenommen;;Oferta para unirte a la guerra aceptada;Offerta di unione alla guerra Accettata;;;;;;;;x;;;;;;;;;;;;;;;
ASK_TO_JOIN_WAR_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§W accepted §Y[Actor.GetBestName]'s§W offer to join §Y$WAR$§!;[Recipient.Get_only_Le_Title]§Y[Recipient.GetBestName]§! a accepté l'offre [Actor.Get_only_du_Title]§Y[Actor.GetBestName]§! de rejoindre la §Y$WAR$§!;§Y[Recipient.GetBestName]§W hat §Y[Actor.GetBestName]s§W Angebot angenommen, sich dem Krieg §Y$WAR$§! anzuschließen.;;§Y[Recipient.GetBestName]§W ha aceptado la oferta de §Y[Actor.GetBestName]'s§W para unirse a  §Y$WAR$§!;§Y[Recipient.GetBestName]§W ha accettato l'offerta di §Y[Actor.GetBestName]§W di unirsi alla §Y$WAR$§!;;;;;;;;x;;;;;;;;;;;;;;;
ASK_TO_JOIN_WAR_INTERACTION_DECLINE_SETUP;Offer to Join War Declined;Offre de se joindre à la guerre refusée;Angebot, sich dem Krieg anzuschließen, abgelehnt;;Oferta para unirse a la guerra rechazada;Offerta di unione alla guerra Rifiutata;;;;;;;;x;;;;;;;;;;;;;;;
ASK_TO_JOIN_WAR_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§W declined §Y[Actor.GetBestName]'s§W offer to join §Y$WAR$§!;[Recipient.Get_only_Le_Title]§Y[Recipient.GetBestName]§! a refusé l'offre de se joindre à la §Y$WAR$§! [Actor.Get_only_du_Title]§Y[Actor.GetBestName]§!;§Y[Recipient.GetBestName]§W hat §Y[Actor.GetBestName]s§W Angebot abgelehnt, sich dem Krieg §Y$WAR$§! anzuschließen.;;§Y[Recipient.GetBestName]§W ha rechazado la oferta de §Y[Actor.GetBestName]'s§W para unirse a §Y$WAR$§!;§Y[Recipient.GetBestName]§W ha rifiutato l'offerta di §Y[Actor.GetBestName]§W di unirsi alla §Y$WAR$§!;;;;;;;;x;;;;;;;;;;;;;;;
ASK_TO_JOIN_WAR_INTERACTION_OFFER;[Actor.GetBestName] wants to join §Y$WAR$§!;[Actor.Get_only_Le_Title][Actor.GetBestName] veut se joindre à la §Y$WAR$§!;[Actor.GetBestName] möchte sich §Y$WAR$§! anschließen;;[Actor.GetBestName] quiere unirse a §Y$WAR$§!;[Actor.GetBestName] vuole unirsi alla §Y$WAR$§!;;;;;;;;x;;;;;;;;;;;;;;;
ASK_TO_JOIN_WAR_INTERACTION_LETTER;Your cause is righteous! Please accept my offer to join you in the $WAR$.;Votre cause est juste ! Veuillez accepter mon offre de me joindre à la $WAR$.;"Euer Grund ist gerecht! Bitte nehmt mein Angebot an, mich Eurem Krieg ""$WAR$"" anschließen zu dürfen.";;¡Tu causa es justa! Por favor, acepte mi oferta para participar en la $WAR$. ;La tua causa è giusta! Ti prego accetta la mia offerta di unirmi alla tua $WAR$.;;;;;;;;x;;;;;;;;;;;;;;;
INTERACTION_CANNOT_JOIN_LIEGE_WAR;We cannot join our lieges' wars;Nous ne pouvons pas rejoindre les guerres de notre seigneur lige;Wir können uns den Kriegen unseres Lehnsherren nicht anschließen;;No podemos unirnos a la guerra de nuestros señores;Non possiamo unirci alle guerre dei nostri Signori feudali;;;;;;;;x;;;;;;;;;;;;;;;
INTERACTION_REQUIRES_RECIPIENT_IS_SAME_RELIGION;§Y[Recipient.GetTitledFirstName]§! is [Actor.Religion.GetName];[Recipient.Get_Le_TitledFirstNameJ] est [Actor.Religion.GetName];§Y[Recipient.GetTitledFirstName]§! ist [Actor.Religion.GetName];;§Y[Recipient.GetTitledFirstName]§! es [Actor.Religion.GetName];§Y[Recipient.GetTitledFirstName]§! è [Actor.Religion.GetName];;;;;;;;x;;;;;;;;;;;;;;;
EVTDESC293;I gladly accept your offer of assistance in my war. Let our enemies tremble!\n\n[From.GetTitledFirstName];J'accepte volontiers votre proposition d'aide dans ma guerre. Faisons trembler nos ennemis !\n\n[From.GetTitledFirstName];Ich nehme Euer Angebot, mich in meinem Krieg zu unterstützen, gerne an. Lasst unsere Feinde erzittern!\n\n[From.GetTitledFirstName];;Con gusto acepto tu oferta de ayuda en la guerra. ¡Que tiemblen nuestros enemigos! \n\n[From.GetTitledFirstName] ;Accetto di buon grado la tua offerta di assistenza nella mia guerra. Facciamo tremare i nostri nemici!\n\n[From.GetTitledFirstName];;;;;;;;x;;;;;;;;;;;;;;;
EVTDESC294;I appreciate your offer, but I do not need your meddling in my war.\n\n[From.GetTitledFirstName];Je vous remercie de votre offre, mais je n'ai pas besoin de votre aide dans ma guerre.\n\n[From.GetTitledFirstName];Ich danke Euch für Euer Angebot, doch ich benötige Eure Einmischung in meinen Krieg nicht.\n\n[From.GetTitledFirstName];;Agradezco tu ofrecimiento, pero no necesito tu intromisión en mi guerra.\n\n[From.GetTitledFirstName] ;Apprezzo la tua offerta, ma non mi serve la tua intromissione alla mia guerra.\n\n[From.GetTitledFirstName];;;;;;;;x;;;;;;;;;;;;;;;
CALL_ALLY_INTERACTION_TITLE;Call to Arms;Appel aux armes;Ruf zu den Waffen;;Llamada a las armas;Chiamata alle Armi;;;;;;;;x;;;;;;;;;;;;;;;
CALL_ALLY_INTERACTION_DESC;Request that §Y[Recipient.GetBestName]§! join us in our current war efforts.;Demander que [Recipient.Get_only_le_Title]§Y[Recipient.GetBestName]§! nous rejoigne dans nos efforts de guerre actuels.;Bittet darum, dass sich §Y[Recipient.GetBestName]§! unseren aktuellen Kriegsbemühungen anschließt.;;Solicita que §Y[Recipient.GetBestName]§! se una a nosotros en la guerra.;Chiedi che §Y[Recipient.GetBestName]§! si unisca ai nostri attuali sforzi bellici.;;;;;;;;x;;;;;;;;;;;;;;;
CALL_ALLY_INTERACTION_LONG_DESC;Characters can be called into wars only if they are of the same dynasty or have close marital ties.;Les personnages ne peuvent être appelés dans une guerre que s'ils sont de la même dynastie ou qu'ils ont un lien par mariage.;Charaktere können nur zum Beitritt in Kriege aufgerufen werden, wenn sie derselben Dynastie angehören oder enge familiäre Verbindungen bestehen.;;Los personajes pueden llamarse a las guerras si son de la misma dinastía o hay lazos cercanos por parte del cónyuge.;I personaggi possono essere chiamati in guerra solo se sono della stessa dinastia o se hanno legami matrimoniali stretti.;;;;;;;;x;;;;;;;;;;;;;;;
CALL_ALLY_INTERACTION_0;Request that §Y[Recipient.GetBestName]§! join us in §Y$WAR$§!.;Demander que [Recipient.Get_only_le_Title]§Y[Recipient.GetBestName]§! nous rejoigne dans la §Y$WAR$§!.;Erbittet, dass sich §Y[Recipient.GetBestName]§! uns im Krieg §Y$WAR$§! anschließt.;;Solicita que §Y[Recipient.GetBestName]§! se una a nosotros en §Y$WAR$§!.;Chiedi che §Y[Recipient.GetBestName]§! si unisca a noi nella §Y$WAR$§!.;;;;;;;;x;;;;;;;;;;;;;;;
CALL_ALLY_INTERACTION_ACCEPT_SETUP;Call to Arms Accepted;Appel aux armes accepté;Ruf zu den Waffen angenommen;;Llamada a las armas aceptada;Chiamata alle Armi Accettata;;;;;;;;x;;;;;;;;;;;;;;;
CALL_ALLY_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§W accepted §Y[Actor.GetBestName]'s§W call to arms for §Y$ACTOR_WARS$§!;[Recipient.Get_only_Le_Title]§Y[Recipient.GetBestName]§! a accepté l'appel aux armes [Actor.Get_only_du_Title]§Y[Actor.GetBestName]§! pour §Y$ACTOR_WARS$§!;§Y[Recipient.GetBestName]§W hat §Y[Actor.GetBestName]s§W Ruf zu den Waffen zu $ACTOR_WARS$ angenommen.;;§Y[Recipient.GetBestName]§W ha aceptado la llamada a la armas de §Y[Actor.GetBestName]'s§W para Y$ACTOR_WARS$§!;§Y[Recipient.GetBestName]§W ha accettato la chiamata alle armi di §Y[Actor.GetBestName]§W nella §Y$ACTOR_WARS$§!;;;;;;;;x;;;;;;;;;;;;;;;
CALL_ALLY_INTERACTION_DECLINE_SETUP;Call to Arms Declined;Appel aux armes refusé;Ruf zu den Waffen abgelehnt;;Llamada a las armas rechazada;Chiamata alle armi Rifiutata;;;;;;;;x;;;;;;;;;;;;;;;
CALL_ALLY_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§W declined §Y[Actor.GetBestName]'s§W call to arms for §Y$ACTOR_WARS$§!;[Recipient.Get_only_Le_Title]§Y[Recipient.GetBestName]§! a refusé l'appel aux armes [Actor.Get_only_du_Title]§Y[Actor.GetBestName]§! pour §Y$ACTOR_WARS$§!;§Y[Recipient.GetBestName]§W hat §Y[Actor.GetBestName]s§W Ruf zu den Waffen zu $ACTOR_WARS$ abgelehnt.;;§Y[Recipient.GetBestName]§W ha rechazado la llamada a las armas de §Y[Actor.GetBestName]'s§W para §Y$ACTOR_WARS$§!;§Y[Recipient.GetBestName]§W ha rifiutato la chiamata alle armi di §Y[Actor.GetBestName]§W nella §Y$ACTOR_WARS$§!;;;;;;;;x;;;;;;;;;;;;;;;
CALL_ALLY_INTERACTION_OFFER;[Actor.GetBestName] wants us to join §Y$ACTOR_WARS$§!;[Actor.Get_only_Le_Title][Actor.GetBestName] veut se joindre à la §Y$ACTOR_WARS$§!;[Actor.GetBestName] möchte, dass wir uns $ACTOR_WARS$ anschließen.;;[Actor.GetBestName] quiere unirse a nosotros en §Y$ACTOR_WARS$§!;[Actor.GetBestName] vuole che ci uniamo alla §Y$ACTOR_WARS$§!;;;;;;;;x;;;;;;;;;;;;;;;
ACTOR_WARS;[GetPossPronoun] wars;ses guerres;[GetPossPronoun]en Kriegen;;guerras [GetPossPronoun];[GetPossPronoun] guerre;;;;;;;;x;;;;;;;;;;;;;;;
DECLARE_WAR_INTERACTION_3;§R[Recipient.GetTitledFirstName] is currently revolting against [Recipient.GetPossPronoun] liege. If that conflict ends, our war will end too! The forces of the liege and any other revolters will be hostile to our armies.§!;§R[Recipient.Get_Le_TitledFirstName] est en révolte contre son seigneur lige. Si ce conflit se termine, notre guerre prendrait fin. Les forces du seigneur lige et des autres rebelles nous seraient hostiles.§!;§R[Recipient.GetTitledFirstName] rebelliert gegen [Recipient.GetPossPronoun]en Lehnsherren. Endet dieser Konflikt, endet auch unser Krieg! Die Truppen des Lehnsherren und aller Aufständischen werden uns feindlich gesinnt sein.§!;;§R[Recipient.GetTitledFirstName] está en plena rebelión contra el señor [Recipient.GetPossPronoun]. Si el conflicto termina, ¡nuestra guerra va a terminar también! Las fuerzas del señor y los rebeldes serán hostiles a nuestros ejércitos. §! ;§R[Recipient.GetTitledFirstName] si sta rivoltando contro il Signore di [Recipient.GetPossPronoun]. Se quel conflitto termina, terminerà anche la nostra guerra! Le forze del Signore e di qualunque altro ribelle saranno ostili alle nostre armate.§!;;;;;;;;x;;;;;;;;;;;;;;;
