#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
HAS_NOT_LOVER;Does not have a lover;N'a pas d'amant(e);Hat keinen Liebhaber;;No tiene un amante;Non ha un amante;;;;;;;;x
HAS_LOVER;Has Lover;A un(e) amant(e);Hat Liebhaber;;Tiene un amante;Ha un amante;;;;;;;;x
FAM_IN_LAWS;Marriage Ties;Liens par mariage;Ehebünde;;Vinculos matrimoniales;Vincoli matrimoniali;;;;;;;;x
REL_LOVER;Lover;amant(e);Liebhaber;;Amante;Amante;;;;;;;;x
TRIGGER_LOVER;Lover;Amant(e);Liebhaber;;Amante;Amante;;;;;;;;x
BREAK_AFFAIR_EFFECT;$WHO$ breaks up with §Y$SPOUSE$§W.\n;$WHO$ rompt avec §Y$SPOUSE$§W.\n;$WHO$ trennt sich von §Y$SPOUSE$§W.\n;;$WHO$ rompe con §Y$SPOUSE$§W.\n;$WHO$ rompe con §Y$SPOUSE$§W.\n;;;;;;;;x
ADD_LOVER_EFFECT;$WHO$ falls in love with §Y$SPOUSE$§W.\n;$WHO$ éprouve de l'amour pour §Y$SPOUSE$§W.\n;$WHO$ verliebt sich in §Y$SPOUSE$§W.\n;;$WHO$ se enamora de §Y$SPOUSE$§W.\n;$WHO$ si innamora di §Y$SPOUSE$§W.\n;;;;;;;;x
EVTDESC3315;I wake up screaming in the night. The darkness scares me, and I keep wondering how I will last through this campaign.;Je me réveille en pleine nuit en criant. L'obscurité m'effraie. Je me demande comment je vais supporter cette campagne.;Ich wache des Nächtens schreiend auf. Die Dunkelheit ängstigt mich, und ich frage mich, wie ich diesen Feldzug überstehen soll.;;Me despierto gritando por la noche. La oscuridad me asusta y sigo preguntándome cómo resistiré esta campaña.;Mi sveglio urlando nella notte. L'oscurità mi spaventa, e continuo a chiedermi quanto potrò resistere in questa campagna.;;;;;;;;x
EVTOPTA3315;I think someone heard me;Je crois que quelqu'un a tout entendu.;Ich glaube, jemand hat mich gehört;;Creo que alguien me oyó;Credo che qualcuno mi abbia sentito;;;;;;;;x
EVTOPTB3315;My soldiers will not respect me.;Je vais perdre le respect de mes soldats.;Meine Soldaten werden mich nicht respektieren.;;Mis soldados no me respetarán.;I miei soldati non mi rispetteranno.;;;;;;;;x
EVTDESC60004;The Great Khagan has sent more warriors to aid our conquest!;Le grand Khagan a envoyé des guerriers supplémentaires pour participer à notre conquête !;Der Großkhan hat mehr Krieger für unsere Eroberung geschickt!;;¡El Gran Khan ha enviado más guerreros para apoyar nuestra conquista!;Il Gran Khagan ci ha mandato più guerrieri per aiutarci nella nostra conquista!;;;;;;;;x
EVTOPTA40021;I will grant [From.GetObjectPronoun] a claim on the perpetrator's titles.;Je vais lui accorder les titres du coupable.;Ich gewähre Euch einen Anspruch auf die Titel des Täters.;;Le concederé una reclamación sobre los títulos del autor.;Concederò a [From.GetObjectPronoun] una rivendicazione sui titoli del responsabile.;;;;;;;;x
SETTLEMENT_YOUNGER_THAN;Holding less than $AGE$ years old.\n;Propriété de moins de $AGE$ ans.\n;Besitztum weniger als $AGE$ Jahre alt.\n;;Población de menos de $AGE$ años.\n;Posseduto da meno di $AGE$ anni.\n;;;;;;;;x
SETTLEMENT_AT_LEAST;Holding is at least $AGE$ years old.\n;Propriété d'au moins $AGE$ ans.\n;Besitztum mindestens $AGE$ Jahre alt.\n;;Población de al menos $AGE$ años.\n;Posseduto da almeno $AGE$ anni.\n;;;;;;;;x
AIREASON_IS_GUARDIANS_CHILD;Guardian is the parent of §Y[GetTitledFirstName]§!;Le tuteur est le parent de : §Y[GetTitledFirstName]§!;Vormund ist ein Elternteil von §Y[GetTitledFirstName]§!;;¡El guardián es el padre de §Y[GetTitledFirstName]§!;Il Tutore è il genitore di §Y[GetTitledFirstName]§!;;;;;;;;x
RELEASE_FROM_PRISON_INTERACTION_0;Release §Y[Recipient.GetBestName]§! from prison.;Libérez [Recipient.Get_only_le_Title]§Y[Recipient.GetBestName]§! de prison.;§Y[Recipient.GetBestName]§! aus dem Kerker freilassen.;;Libera a §Y[Recipient.GetBestName]§!.;Libera §Y[Recipient.GetBestName]§! dalla prigione.;;;;;;;;x
RELEASE_FROM_PRISON_INTERACTION_1;Your vassals will think you merciful, increasing their opinion of you by §G$VAL$§!.;Vos vassaux apprécieront votre clémence et leur opinion à votre égard augmentera de §G$VAL$§!.;Eure Vasallen werden Euch gnädig finden, was ihre Meinung über Euch um §G$VAL$§! erhöht.;;Tus vasallos te consideran compasivo y su opinión sobre ti aumenta un §G$VAL$§!.;I tuoi Vassalli ti riterranno indulgente, aumentando di §G$VAL$§! l'Opinione che hanno di te.;;;;;;;;x
TITLED_NAME_W_NICK;$TITLE$ $NAME$ '$NICK$' of $HOLDING$;$TITLE$ $NAME$ '$NICK$' de $HOLDING$;"$TITLE$ $NAME$ ""$NICK$"" von $HOLDING$";;$TITLE$ $NAME$ '$NICK$' de $HOLDING$;$TITLE$ $NAME$ '$NICK$' di $HOLDING$;;;;;;;;x
city_contract_0_desc;The Burghers are expected to provide half their troops for the defense of the realm.;Les bourgeois sont tenus d'affecter une petite partie de leurs troupes à la défense du Royaume.;Die Bürger müssen die Hälfte ihrer Truppen zur Verteidigung des Reichs stellen.;;Se espera que los burgueses ofrezcan la mitad de sus tropas para defender el reino.;I Cittadini sono tenuti a fornire la metà delle loro truppe per la difesa del reame.;;;;;;;;x
city_contract_1_desc;The Burghers are expected to provide the majority of their troops for the defense of the realm.;Les bourgeois sont tenus d'affecter la moitié de leurs troupes à la défense du Royaume.;Die Bürger müssen einen Großteil ihrer Truppen zur Verteidigung des Reichs stellen.;;Se espera que los burgueses ofrezcan la mayoría de sus tropas para defender el reino.;I Cittadini sono tenuti a fornire una buona parte delle loro truppe per la difesa del reame.;;;;;;;;x
city_contract_2_desc;The Burghers are expected to provide almost all their troops for the defense of the realm.;Les bourgeois sont tenus d'affecter la majorité de leurs troupes à la défense du Royaume.;Die Bürger müssen fast alle ihrer Truppen zur Verteidigung des Reichs stellen.;;Se espera que los burgueses ofrezcan casi todas sus tropas para defender el reino.;I Cittadini sono tenuti a fornire la gran parte delle loro truppe per la difesa del reame.;;;;;;;;x
city_contract_3_desc;The Burghers are expected to provide all but a tiny part of their troops for the defense of the realm.;Les bourgeois sont tenus d'affecter toutes leurs troupes à la défense du Royaume.;Die Bürger müssen bis auf ein winziges Kontingent ihre sämtlichen Truppen zur Verteidigung des Reichs stellen.;;Se espera que los burgueses ofrezcan todas sus tropas salvo unas pocas para defender el reino.;I Cittadini sono tenuti a fornire praticamente tutte le loro truppe per la difesa del reame.;;;;;;;;x
obj_become_chancellor_title;Become [This.GetChancellorName];Devenir [This.GetChancellorName];[This.GetChancellorName] werden;;Convertirse en [This.GetChancellorName];Diventa [This.GetChancellorName];;;;;;;;x
obj_become_marshal_title;Become [This.GetMarshalName];Devenir [This.GetMarshalName];[This.GetMarshalName] werden;;Convertirse en [This.GetMarshalName];Diventa [This.GetMarshalName];;;;;;;;x
obj_become_treasurer_title;Become [This.GetTreasurerName];Devenir [This.GetTreasurerName];[This.GetTreasurerName] werden;;Convertirse en [This.GetTreasurerName];Diventa [This.GetTreasurerName];;;;;;;;x
obj_become_spymaster_title;Become [This.GetSpymasterName];Devenir [This.GetSpymasterName];[This.GetSpymasterName] werden;;Convertirse en [This.GetSpymasterName];Diventa [This.GetSpymasterName];;;;;;;;x
obj_become_spiritual_title;Become [This.GetLordSpiritualName];Devenir [This.GetLordSpiritualName];[This.GetLordSpiritualName] werden;;Convertirse en [This.GetLordSpiritualName];Diventa [This.GetLordSpiritualName];;;;;;;;x
awesome_charge_tactic;Powerful Charge Tactic;Puissante charge;Mächtige Sturmtaktik;;Táctica de carga poderosa;Tattica della Carica Impetuosa;;;;;;;;x
awesomer_charge_tactic;Overwhelming Charge Tactic;Charge écrasante;Überwältigende Sturmtaktik;;Táctica de carga abrumadora;Tattica della Carica Travolgente;;;;;;;;x
romanian;Vlach;valaque;Walachisch;;Valaco;Vallaca;;;;;;;;x
ca_town_1;Castle Town;Bourg fortifié;Burgstädtchen;;Pueblo del castillo;Villaggio del Castello;;;;;;;;x
ca_town_2;Castle Town;Bourg fortifié;Burgstädtchen;;Pueblo del castillo;Villaggio del Castello;;;;;;;;x
ca_town_3;Castle Town;Bourg fortifié;Burgstädtchen;;Pueblo del castillo;Villaggio del Castello;;;;;;;;x
ca_town_4;Castle Town;Bourg fortifié;Burgstädtchen;;Pueblo del castillo;Villaggio del Castello;;;;;;;;x
ca_town_5;Castle Town;Bourg fortifié;Burgstädtchen;;Pueblo del castillo;Villaggio del Castello;;;;;;;;x
ca_town_6;Castle Town;Bourg fortifié;Burgstädtchen;;Pueblo del castillo;Villaggio del Castello;;;;;;;;x
tp_barracks_1;Militia Quarters;Quartiers de la milice;Kirchenmilizquartiere;;Cuarteles de la milicia de la iglesia;Quartieri della Milizia;;;;;;;;x
tp_barracks_2;Militia Quarters;Quartiers de la milice;Kirchenmilizquartiere;;Cuarteles de la milicia de la iglesia;Quartieri della Milizia;;;;;;;;x
tp_barracks_3;Militia Quarters;Quartiers de la milice;Kirchenmilizquartiere;;Cuarteles de la milicia de la iglesia;Quartieri della Milizia;;;;;;;;x
tp_barracks_4;Militia Quarters;Quartiers de la milice;Kirchenmilizquartiere;;Cuarteles de la milicia de la iglesia;Quartieri della Milizia;;;;;;;;x
tp_barracks_5;Militia Quarters;Quartiers de la milice;Kirchenmilizquartiere;;Cuarteles de la milicia de la iglesia;Quartieri della Milizia;;;;;;;;x
tp_barracks_6;Militia Quarters;Quartiers de la milice;Kirchenmilizquartiere;;Cuarteles de la milicia de la iglesia;Quartieri della Milizia;;;;;;;;x
k_andalusia_adj;Andalusian;andalouse;Andalusisch;;Andalusí;Andalusiano;;;;;;;;x
DIFFRATING_0;Impossible;Impossible;Unmöglich;;Imposible;Impossibile;;;;;;;;x
DIFFRATING_10;Almost Impossible;Presque impossible;Fast unmöglich;;Casi imposible;Quasi impossibile;;;;;;;;x
DIFFRATING_20;Very Hard;Très difficile;Sehr schwer;;Muy difícil;Molto difficile;;;;;;;;x
DIFFRATING_30;Hard;Difficile;Schwer;;Difícil;Difficile;;;;;;;;x
DIFFRATING_40;Relatively Hard;Relativement difficile;Relativ schwer;;Relativamente difícil;Abbastanza difficile;;;;;;;;x
DIFFRATING_50;Normal;Normal;Normal;;Normal;Normale;;;;;;;;x
DIFFRATING_60;Relatively Easy;Relativement facile;Relativ einfach;;Relativamente fácil;Abbastanza facile;;;;;;;;x
DIFFRATING_70;Easy;Facile;Einfach;;Fácil;Facile;;;;;;;;x
DIFFRATING_80;Very Easy;Très facile;Sehr einfach;;Muy fácil;Molto facile;;;;;;;;x
DIFFRATING_90;Too Easy;Trop facile;Zu einfach;;Demasiado fácil;Troppo facile;;;;;;;;x
DIFFRATING_100;Pointless;Inutile;Sinnlos;;Sin sentido;Inutile;;;;;;;;x
WAR_NAME_OTHER_CLAIM;$ORDER$$FIRST_ADJ$ War for $CLAIMANT$'s claim on $OTHER_TITLE$;$ORDER$Guerre de revendication de $CLAIMANT$ sur $OTHER_TITLE$;$ORDER$$FIRST_ADJ$er Krieg um $CLAIMANT$s Anspruch auf $OTHER_TITLE$;;$ORDER$Guerra $FIRST_ADJ$ por la reclamación de $CLAIMANT$ sobre $OTHER_TITLE$;$ORDER$ Guerra $FIRST_ADJ$ per la rivendicazione di $CLAIMANT$ su $OTHER_TITLE$;;;;;;;;x
WAR_NAME_OTHER_DEJURECLAIM;$ORDER$$FIRST_ADJ$ Ducal War for $CLAIMANT$'s claim on $OTHER_TITLE$;$ORDER$Guerre de revendication ducale de $CLAIMANT$ sur $OTHER_TITLE$;$ORDER$$FIRST_ADJ$er Herzogskrieg um $CLAIMANT$´s Anspruch auf $OTHER_TITLE$;;$ORDER$Guerra Ducal $FIRST_ADJ$ por la reclamación de $CLAIMANT$ sobre $OTHER_TITLE$;$ORDER$ Guerra di $FIRST_ADJ$ per la rivendicazione di un Ducato da parte di $CLAIMANT$ su $OTHER_TITLE$;;;;;;;;x
WAR_NAME_OTHER_DEJUREBARONYCLAIM;$ORDER$$FIRST_ADJ$ County War for $CLAIMANT$'s claim on $OTHER_TITLE$;$ORDER$Guerre de revendication comtale de $CLAIMANT$ sur $OTHER_TITLE$;$ORDER$$FIRST_ADJ$er Grafschaftskrieg um $CLAIMANT$s Anspruch auf $OTHER_TITLE$;;$ORDER$Guerra Condal $FIRST_ADJ$ por la reclamación de $CLAIMANT$ sobre $OTHER_TITLE$;$ORDER$ Guerra di $FIRST_ADJ$ per la rivendicazione di una Contea da parte di $CLAIMANT$ su $OTHER_TITLE$;;;;;;;;x
WAR_NAME_OTHER_SUCCESSION;$ORDER$$FIRST_ADJ$ War to install $CLAIMANT$ in $SECOND$;$ORDER$Guerre $FIRST_ADJ$ pour placer $CLAIMANT$ sur le trône de $SECOND$;$ORDER$$FIRST_ADJ$er Krieg zur Einsetzung von $CLAIMANT$ in $SECOND$;;$ORDER$Guerra $FIRST_ADJ$ para poner a $CLAIMANT$ en el trono de $SECOND$;$ORDER$ Guerra $FIRST_ADJ$ per insediare $CLAIMANT$ sul trono di $SECOND$;;;;;;;;x
IS_NOT_DE_JURE_LIEGE_OR_ABOVE;Is NOT de jure liege or above;N'est pas seigneur de jure ni au-delà;Ist NICHT De-jure-Lehnsherr oder ranghöher;;NO es señor o superior de iure;NON è il signore De Jure o superiore;;;;;;;;x
IS_DE_JURE_LIEGE_OR_ABOVE;Is de jure liege or above;Est seigneur de jure ou au-delà;Ist De-jure-Lehnsherr oder ranghöher;;Es señor o superior de iure;È il signore De Jure o superiore;;;;;;;;x
MAXIMUM_RAISABLE_LEVY;Levy at disposal due to laws: §Y$VALUE$%§!;Levées à disposition grâce aux lois : §Y$VALUE$%§!;Rechtsbedingte Wehrpflichtigenverfügbarkeit: §Y$VALUE$%§!;;Leva disponible merced a las leyes: §Y$VALUE$%§!;Leva a disposizione secondo le leggi: §Y$VALUE$%§!;;;;;;;;x
LEVY_PERC_DESC;We are allowed to raise the top §Y$PERC$%§W of the levy;Nous sommes autorisés à lever les §Y$PERC$%§W supérieurs des troupes.;Uns ist gestattet, §Y$PERC$%§W der Aufgebote auszuheben;;Se nos permite reclutar el máximo §Y$PERC$%§W de la leva;Possiamo reclutare il §Y$PERC$%§W in più della Leva;;;;;;;;x
RAISABLE_AMOUNT_LEVY;Due to laws(§Y$MAX$%§!) and opinion(§Y$OPINION$%§!), we can raise §Y$PERCENT$%§! of the levy;Les lois (§Y$MAX$%§!) et l'opinion (§Y$OPINION$%§!) nous permettent de lever §Y$PERCENT$%§! des troupes.;Rechtsbedingt (§Y$MAX$%§!) und meinungsbedingt (§Y$OPINION$%§!) können wir §Y$PERCENT$%§! der Aufgebote ausheben;;Merced a las leyes(§Y$MAX$%§!) y la opinión(§Y$OPINION$%§!), podemos reclutar el §Y$PERCENT$%§! de la leva;Secondo le Leggi (§Y$MAX$%§!) e l'Opinione (§Y$OPINION$%§!), possiamo reclutare il §Y$PERCENT$%§! della Leva.;;;;;;;;x
MINIMUM_RAISABLE_LEVY;However, we are always allowed to raise at least §Y$PERCENT$%§! of the levy;Mais nous sommes toujours autorisés à lever au moins §Y$PERCENT$%§! des troupes.;Uns ist aber stets gestattet, mindestens §Y$PERCENT$%§! der Aufgebote auszuheben;;No obstante, siempre se nos permite reclutar al menos el §Y$PERCENT$%§! de la leva;Tuttavia, possiamo sempre reclutare almeno il §Y$PERCENT$%§! della Leva;;;;;;;;x
AI_WE_ARE_TOTALLY_BEATEN;We are totally beaten';Nous sommes totalement vaincus.;Wir sind total am Ende;;Nos han vencido totalmente;Siamo stati completamente sconfitti.;;;;;;;;x
AI_THIS_IS_GOOD_FOR_US;The best I can hope for';Je ne pouvais pas espérer mieux.;Auf mehr kann ich nicht hoffen;;Lo mejor que puedo esperar;Il meglio che potessi sperare.;;;;;;;;x
AI_WE_ARE_WINNING_SMALL;Things are certainly going my way';Les choses vont dans mon sens.;Es läuft definitiv gut für mich;;Las cosas van como deseo;Le cose procedono secondo i miei piani.;;;;;;;;x
AI_WE_ARE_WINNING_BIG;I've already won, give up now and I'll spare your life';J'ai déjà gagné. Si vous vous rendez maintenant, vous aurez la vie sauve.;Ich habe bereits gewonnen. Ergebt Euch sofort und ich werde Euer Leben verschonen;;Ya he vencido, ríndete y te perdonaré la vida;Ho già vinto, arrendetevi ora e vi risparmierò la vita;;;;;;;;x
AI_WE_ARE_LOSING_SMALL;Come on, you pansy!';Allez, mauviette !;Komm schon, du Weichei!;;¡Vamos, cobarde!;Avanti, mammoletta!;;;;;;;;x
AI_WE_ARE_LOSING;It's just a flesh wound!';Ce n'est qu'une blessure de chair !;Das ist doch nur eine Fleischwunde!;;¡Solo es una herida superficial!;È solo una ferita superficiale!;;;;;;;;x
AI_WE_ARE_LOSING_BIG;I'm losing, but won't give up yet...';Je perds, mais je ne renonce pas...;Ich bin am Verlieren, aber ich werde noch nicht aufgeben ...;;Estoy perdiendo, pero no voy a rendirme aún...;Sto perdendo, ma non mi arrenderò ancora...;;;;;;;;x
AIREASON_OUR_PRISONER;Is our prisoner;Est notre prisonnier;Ist unser Gefangener;;Es nuestro prisionero;È nostro prigioniero;;;;;;;;x
CREATING_PROVINCE;Creating Counties;Création de comtés;Provinzen erstellen;;Creación de provincias;Creazione delle Contee;;;;;;;;x
LEDGER_OUR_CLAIMANTS;Our Claimants;Nos prétendants;Unsere Titelforderer;;Nuestros pretendientes;Nostri Pretendenti;;;;;;;;x
LEDGER_CLAIMS;Claims;Revendications;Ansprüche;;Reclamaciones;Rivendicazioni;;;;;;;;x
LEDGER_HEADER_VASSALS;Your Direct Vassals;Nos vassaux directs;Eure direkten Vasallen;;Tus vasallos directos;I tuoi Vassalli Diretti;;;;;;;;x
LEDGER_HEADER_ALL_VASSALS;All Vassals In Realm;Nos vassaux directs et indirects;Alle Vasallen im Reich;;Todos los vasallos del reino;Tutti i Vassalli del Reame;;;;;;;;x
LEDGER_HEADER_COURTIERS;Your Court;Notre Cour;Euer Hof;;Tu corte;La tua Corte;;;;;;;;x
LEDGER_COUNCILLOR;Councillor;Conseiller;Ratsmitglied;;Consejero;Consigliere;;;;;;;;x
LEDGER_COURTIER;Courtier;Courtisan;Höfling;;Cortesano;Cortigiano;;;;;;;;x
LEDGER_PRISONER;Prisoner;Prisonnier;Gefangener;;Prisionero;Prigioniero;;;;;;;;x
LEDGER_HEADER_REALM_LEVIES;Your Realm Levies;Nos levées de troupes;Aufgebote Eures Reichs;;Levas de tu reino;Le tue Leve del Regno;;;;;;;;x
LEDGER_TOTAL;Total;Total;Gesamt;;Total;Totale;;;;;;;;x
LEDGER_SETTLEMENT_BUILDING;Currently Building;Actuellement en construction;Im Bau:;;Edificios en la actualidad;Attualmente in costruzione;;;;;;;;x
ENDGAME_TEXT_ENDGAME;The Renaissance sweeps across Europe and the Feudal era draws to a close. ;La Renaissance déferle sur l'Europe et l'époque féodale s'achève. ;Die Renaissance fegt über Europa und die Feudalzeit neigt sich ihrem Ende.;;El Renacimiento recorre Europa y la época feudal toca a su fin. ;Il Rinascimento si diffonde in Europa e l'epoca Feudale volge al termine. ;;;;;;;;x
ENDGAME_TEXT_LANDLESS;After playing $NUMCHARS$ characters, you have lost your last County. $ENDCHAR$ disappears into obscurity... ;Après avoir incarné $NUMCHARS$ personnages, vous avez perdu votre dernier comté. $ENDCHAR$ disparaît dans l'obscurité... ;Nachdem Ihr $NUMCHARS$ Charaktere gespielt habt, büßt Ihr Eure letzte Grafschaft ein. $ENDCHAR$ gerät in Vergessenheit ...;;Tras jugar con $NUMCHARS$ personajes, has perdido tu último condado. $ENDCHAR$ cae en el olvido... ;Dopo aver giocato con $NUMCHARS$ personaggi, tu hai perso la tua ultima Contea. $ENDCHAR$ scompare nell'oscurità ;;;;;;;;x
COMBATEND_PIETY_LOST;§Y[Player.Religion.GetPietyName] Lost in Battle§!;§Y[Player.Religion.GetPietyName] perdue lors de la bataille§!;§Y[Player.Religion.GetPietyName] im Gefecht verloren§!;;§Y[Player.Religion.GetPietyName] perdida en batalla§!;§Y[Player.Religion.GetPietyName] Persa in Battaglia§!;;;;;;;;x
