#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
ERA_CHAR_NAME_6392;Charlemagne;Charlemagne;Karl der Große;;Carlomagno;Carlomagno;;;;;;;;x
ERA_CHAR_NAME_144999;Karloman I;Carloman Ier;Karlmann I.;;Carlomán I;Carlomanno I;;;;;;;;x
ERA_CHAR_NAME_190347;Desiderius of the Lombards;Didier de Lombardie;Desiderius der Lombarde;;Desiderio de los lombardos;Desiderio dei Lombardi;;;;;;;;x
ERA_CHAR_NAME_73679;Abd-al-Rahman I;Abd-al-Rahman Ier;Abd ar-Rahman I.;;Abderramán I;Abd-al-Rahman I;;;;;;;;x
ERA_CHAR_NAME_34002;Al-Mansur;Al-Mansûr;Al-Mansur;;Almanzor;Al-Mansur;;;;;;;;x
ERA_CHAR_NAME_74413;Krishna I;Krishna Ier;Krishna I.;;Krishna I;Krishna I;;;;;;;;x
ERA_CHAR_NAME_163112;Halfdan Whiteshirt;Halfdan Chandail blanc;Halfdan Weißhemd;;Halfdan Camisablanca;Halfdan Pannobianco;;;;;;;;x
ERA_CHAR_NAME_40605;Rurik;Riourik;Rurik;;Rurik;Rurik;;;;;;;;x
ERA_CHAR_NAME_90104;Charles the Bald;Charles le Chauve;Karl der Kahle;;Carlos el Calvo;Carlo il Calvo;;;;;;;;x
ERA_CHAR_NAME_90107;Ludwig the German;Louis le Germanique;Ludwig der Deutsche;;Luis el Alemán;Ludwig il Tedesco;;;;;;;;x
ERA_CHAR_NAME_1700;Basil I;Basile Ier;Basileios I.;;Basilio I;Basilio I;;;;;;;;x
ERA_CHAR_NAME_34014;Al-Mu'tazz;Al-Mu'tazz;Al-Mu'tazz;;Al-Mu'tazz;Al-Mu'tazz;;;;;;;;x
ERA_CHAR_NAME_140;William the Conqueror;Guillaume le Conquérant;Wilhelm der Eroberer;;Guillermo el Conquistador;Guglielmo il Conquistatore;;;;;;;;x
ERA_CHAR_NAME_1316;Heinrich IV;Henri IV;Heinrich IV.;;Heinrich IV;Heinrich IV;;;;;;;;x
ERA_CHAR_NAME_1128;Robert Guiscard;Robert Guiscard;Robert Guiscard;;Roberto Guiscardo;Roberto il Guiscardo;;;;;;;;x
ERA_CHAR_NAME_3096;Al-Mustansir Billah;Al-Mustansir Billah;Al-Mustansir Billah;;Al-Mustansir Billah;Al-Mustansir Billah;;;;;;;;x
ERA_CHAR_NAME_3040;Alp Arslan;Alp Arslan;Alp Arslan;;Alp Arslan;Alp Arslan;;;;;;;;x
ERA_CHAR_NAME_74441;Somesvara I;Somesvara Ier;Somesvara I.;;Somesvara I;Somesvara I;;;;;;;;x
ERA_CHAR_NAME_457620;Fernando III of Castile;Ferdinand III de Castille;Ferdinand III. von Kastilien;;Fernando III de Castilla;Fernando III di Castiglia;;;;;;;;x
ERA_CHAR_NAME_212513;Friedrich II;Frédéric II;Friedrich II.;;Federico II;Federico II;;;;;;;;x
ERA_CHAR_NAME_30809;Isabelle II of Jerusalem;Isabelle II de Jérusalem;Isabelle II. von Jerusalem;;Isabel II de Jerusalén;Isabella II di Gerusalemme;;;;;;;;x
ERA_CHAR_NAME_93052;Mohammed II of Khwarezm;Mohammed II de Khwarezm;Mohammed II. von Choresmien;;Mohammed II de Khwarezm;Mohammed II di Khwarezm;;;;;;;;x
ERA_CHAR_NAME_170193;Iltutmish of Delhi;Îltutmish de Delhi;Iltutmish von Delhi;;Iltutmish de Delhi;Iltutmish di Delhi;;;;;;;;x
ERA_CHAR_NAME_125501;Genghis Khan;Genghis Khan;Dschingis Khan;;Gengis Kan;Gengis Khan;;;;;;;;x
ERA_CHAR_NAME_454500;Edward III;Édouard III;Eduard III.;;Eduardo III;Edoardo III;;;;;;;;x
ERA_CHAR_NAME_455500;Philippe VI;Philippe VI;Philipp VI.;;Philippe VI;Filippo VI;;;;;;;;x
ERA_CHAR_NAME_471500;Casimir the Great;Casimir le Grand;Kasimir III. der Große;;Casimiro el Grande;Casimiro il Grande;;;;;;;;x
ERA_CHAR_NAME_476500;Orhan Ottoman;Orhan l'Ottoman;Orhan I. Osman;;Orhan Otomano;Orhan l'Ottomano;;;;;;;;x
ERA_CHAR_NAME_480000;Özbeg Khan;Özbeg Khan;Özbeg Khan;;Özbeg Kan;Özbeg Khan;;;;;;;;x
ERA_CHAR_NAME_170258;Muhammad bin Tughluq;Mouhammed ibn Tughlûq;Muhammad bin Tughluq;;Muhammad bin Tughluq;Muhammad bin Tughluq;;;;;;;;x
ERA_UMAYYAD_EMPIRE;Umayyad;Omeyyades;Umayyaden;;Omeya;Umayyad;;;;;;;;x
ERA_RASHTRAKUTA_KINGDOM;Rashtrakuta;Rashtrakuta;Rashtrakuta;;Rashtrakuta;Rashtrakuta;;;;;;;;x
ERA_JORVIK;Jorvik;Royaume viking d'York;Jorvik;;Jorvik;Jorvik;;;;;;;;x
ERA_HOLMGARDR;Holmgarðr;Holmsgardr;Holmgarðr;;Holmgardr;Holmgarðr;;;;;;;;x
ERA_CHALUKYA;Chalukya;Chalukya;Chalukya;;Chalukya;Chalukya;;;;;;;;x
ERA_KHWAREZM;Khwarezmid;Khorezmiens;Choresmisch;;Khwarezmid;Khwarezmid;;;;;;;;x
ERA_TUGHLUQ;Tughluq;Tughlûq;Tughluq;;Tughluq;Tughluq;;;;;;;;x
disobedient_daughter_takes_lover;[FromFrom.GetFirstName] takes another lover.;[FromFrom.GetFirstName] a une nouvelle liaison.;[FromFrom.GetFirstName] wechselt den Liebhaber.;;[FromFrom.GetFirstName] toma otro amante.;[FromFrom.GetFirstName] prende un altro amante.;;;;;;;;x
DISOBEDIENT_DAUGHTER_MERC_BAND;Hounds of [This.GetFirstName];Chiens de [This.GetFirstName];Bluthunde von [This.GetFirstName];;Perros de [This.GetFirstName];I Mastini di [This.GetFirstName];;;;;;;;x
nick_the_red;the Red;le Rouge;[This.Getderdie] Rote;;el Rojo;il Rosso;;;;;;;;x
nick_the_sea_devil;the Sea-Devil;le Démon des mers;der Teufel der See;;el Diablo marino;il Diavolo marino;;;;;;;;x
nick_the_lioness;the Lioness;la Lionne;die Löwin;;la Leona;la Leonessa;;;;;;;;x
