#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
temple_baron_west_african_pagan;Priest;Prêtre;Priester;;Sacerdote;Sacerdote;;;;;;;;x
temple_baron_west_african_pagan_reformed;Priest;Prêtre;Priester;;Sacerdote;Sacerdote;;;;;;;;x
temple_baron_female_west_african_pagan;Priestess;Prêtresse;Priesterin;;Sacerdotisa;Sacerdotessa;;;;;;;;x
temple_baron_female_west_african_pagan_reformed;Priestess;Prêtresse;Priesterin;;Sacerdotisa;Sacerdotessa;;;;;;;;x
MATCHMAKING_REFRESH_LAN_STOP;Stop Refreshing;Arrêter l'actualisation;Bitte warten;;;Interrompi l'Aggiornamento;;;;;;;;x
VS_REL_ENEMY;Damage Against Religious Enemies;Dégâts contre ses ennemis religieux;Schaden gegen religiöse Feinde;;Daño producido a un enemigo religioso;Danno causato ai Nemici Religiosi;;;;;;;;x
EXILE_IMPRISONED_INTERACTION_3;The banishment will cost you §R$PIETY$§! $PIETYNAME$.;L'exil vous coûtera §R$PIETY$§! en $PIETYNAME$.;Die Verbannung wird Euch §R$PIETY$§! $PIETYNAME$ kosten.;;La Destierro te costará §R$PIETY$§! de $PIETYNAME$.;L'esilio ti costerà §R$PIETY$§! di $PIETYNAME$.;;;;;;;;x
S_TRO;ST;ST;ST;;ST;ST;;;;;;;;x
defenderbonus_jungle;Jungle;Jungle;Dschungel;;Jungla;Giungla;;;;;;;;x
HAS_AUTOCEPHALY;Has Autocephaly;A l'autocéphalie;Hat Autokephalie;;Tiene Autocefalía;Ha l'Autocefalia;;;;;;;;x
HAS_NOT_AUTOCEPHALY;Does NOT have Autocephaly;N'a pas d'autocéphalie;Hat NICHT Autokephalie;;No tiene Autocefalía;NON ha l'Autocefalia;;;;;;;;x
