#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
d_nubia;Makuria;Makourie;Makuria;;Makuria;Makuria;;;;;;;;x
d_nubia_adj;Makurian;makourienne;Makurisch;;Makurrana;Makuriano;;;;;;;;x
LIEGEPIETY_HEADER;[Player.Religion.GetPietyName] to Liege;[Player.Religion.GetPietyName] pour le seigneur lige;[Player.Religion.GetPietyName] für Lehnsherr;;[Player.Religion.GetPietyName] para el Señor;[Player.Religion.GetPietyName] per il Signore;;;;;;;;x
major_river_crossing;Major River crossing;Franchissement d'un fleuve majeur;bedeutende Furt;;Cruzar un río importante;Attraversamento di un Fiume maggiore;;;;;;;;x
realm_job_spiritual;Realm $TITLE$s;$TITLE$s vassaux;Reichs-$TITLE$;;$TITLE$s del Reino;$TITLE$ del Reame;;;;;;;;x
job_spiritual_finnish_pagan;Diviner;Devin;Wahrsager;;Augur;Indovino;;;;;;;;x
job_spiritual_finnish_pagan_reformed;Diviner;Devin;Wahrsager;;Augur;Indovino;;;;;;;;x
job_spiritual_baltic_pagan;Diviner;Devin;Wahrsager;;Augur;Indovino;;;;;;;;x
job_spiritual_baltic_pagan_reformed;Diviner;Devin;Wahrsager;;Augur;Indovino;;;;;;;;x
job_spiritual_slavic_pagan;Diviner;Devin;Wahrsager;;Augur;Indovino;;;;;;;;x
job_spiritual_slavic_pagan_reformed;Diviner;Devin;Wahrsager;;Augur;Indovino;;;;;;;;x
job_spiritual_tengri_pagan;Diviner;Devin;Wahrsager;;Augur;Indovino;;;;;;;;x
job_spiritual_tengri_pagan_reformed;Diviner;Devin;Wahrsager;;Augur;Indovino;;;;;;;;x
job_spiritual_zoroastrian;Mobad;Mobad;Mobed;;Mobad;Mobad;;;;;;;;x
nick_hardeknud;Hardeknud;Hardeknud;Hardiknut;;Harthacnut;Hardeknud;;;;;;;;x
steppe;Steppe;Steppe;Steppe;;Estepa;Steppa;;;;;;;;x
TOGGLE_LOOTER_FAIL_CHARALLOWED;Owner Allowed to Loot;Le propriétaire peut piller; Besitzer kann plündern;; Señor puede saquear;Il Proprietario è Autorizzato al Saccheggio;;;;;;;;x
TOGGLE_LOOTER_FAIL_INOWNLAND;Unit is in friendly lands;L'unité est en territoire ami; Einheit ist in befreundetem Gebiet;;La unidad se encuentra en tierras amigas;L'Unità è in terre alleate;;;;;;;;x
TOGGLE_LOOTER_FAIL_MERC;Unit does NOT have any Mercenary subunits;L'unité n'inclut pas de compagnie de mercenaires; Einheit enthält keine Söldner;;En la unidad no pueden paraticipar Mercenarios; L'unita NON ha delle Unità di Mercenari;;;;;;;;x
TOGGLE_LOOTER_FAIL_ISATTACHED;Unit is NOT attached to another Unit;L'unité n'est pas attachée à une autre unité; Einheit ist keiner anderen Einheit angeschlossen;;Esta unidad no forma parte de otra unidad; L'Unità non è aggregata ad altre Unità;;;;;;;;x
TOGGLE_LOOTER_FAIL_HASATTACHED;Unit does NOT have any attached Units;L'unité n'a aucune unité attachée; Einheit hat keine anderen angeschlossenen Einheiten;;Esta unidad no está constituida por más unidades.; L'Unità non ha altre Unità aggregate.;;;;;;;;x
